iso3,adm0_name,air_pollution_absolute,air_pollution_relative,agricultural_drought_absolute,agricultural_drought_relative,drought_spi_absolute,drought_spi_relative,drought_spei_absolute,drought_spei_relative,coastal_flood_absolute,coastal_flood_relative,extreme_heat_absolute,extreme_heat_relative,fire_frequency_absolute,fire_frequency_relative,fire_FRP_absolute,fire_FRP_relative,heatwave_duration_absolute,heatwave_duration_relative,heatwave_frequency_absolute,heatwave_frequency_relative,heatwave_severity_absolute,heatwave_severity_relative,river_flood_absolute,river_flood_relative,tropical_storm_absolute,tropical_storm_relative,sand_dust_absolute,sand_dust_relative,vectorborne_malariapf_absolute,vectorborne_malariapf_relative,vectorborne_malariapv_absolute,vectorborne_malariapv_relative
PER,Peru,8.490753154406278,9.985689807749193,7.66607922724824,3.468504819349355,8.218887616640641,6.888791682224721,8.151237932116006,6.29897793819658,4.0097248928945355,1.0,6.652269655011606,1.4489339133926271,7.30159982546181,1.685550503739241,7.883078856357301,2.378533042218818,8.452658082236058,8.83937211228676,8.588303547695158,8.878797786905684,3.7690396540295525,1.0,6.870020741751318,2.078235883114651,1.0,1.0,8.207950198196187,2.0596600336534143,5.614347637198051,1.0209339560596646,7.568786207871158,3.3508946701403346
URY,Uruguay,6.733640241717735,8.781497455350397,6.125501281345965,4.004239762966508,6.717588170862603,8.589885188709466,6.717585795663144,8.58985718407831,2.9415962004088247,1.0,3.426261121659235,1.0,6.664047576081973,6.3600197192963535,6.238192010978986,3.480575794880779,1.0,1.0,1.0,1.0,6.490859720123465,6.213596861941825,5.131397805075384,2.0069675379771397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VEN,Venezuela,8.378008554897068,9.599074151227214,7.5043280107177885,3.181911958193109,7.155585554407013,2.239760621540285,7.411356981935084,2.879627741759179,6.07174066327593,1.0,7.774111143639711,4.347999759070605,8.390260969647867,5.2530106870260695,7.425220223601292,1.7753839977706187,8.409753915244872,9.364527117617621,8.497707508516307,8.829627399322709,4.576031081661402,1.0,6.726634634339531,1.9742917565151765,8.37341308163399,6.600547270432628,6.234653128416085,1.0,7.333807859196215,2.844820367305264,8.251357918650207,8.85736080602614
COL,Colombia,8.670861655216603,9.989772801817569,7.8440825243427845,3.4613947546778503,7.145070349161593,1.7819100425428158,7.496470290066938,2.4059843497133766,5.636688722435913,1.0,7.4972124091167665,2.407690574675136,6.890395974946351,1.1362257406031473,8.083654885128302,2.335629587048837,8.590702919301142,8.336302588513668,8.79832482583759,9.192638419138913,4.906987583172476,1.0,7.080378250123816,2.1299063353752663,7.818325969307021,2.3130456654517206,5.605673277388435,1.0,6.453510234197058,1.23471404448037,8.281925081504799,6.458848358546328
CHL,Chile,7.9014538649024,9.945612611984794,7.024669944933887,3.261314940741134,7.282751208108209,4.404780474006767,7.860607686691287,9.3964096128939,3.0025131588507095,1.0,1.0,1.0,7.401460591530196,3.473443725528949,7.850779323099044,4.680252529278223,6.189978574806105,1.5283482596607496,6.160544388239701,1.4252186687362893,6.283806210543389,1.638971350000101,5.8977054448983175,1.5363046845989738,1.0,1.0,6.929799969405444,1.448447435215747,1.0,1.0,1.0,1.0
DOM,Dominican Republic,7.8022161600318825,9.491441530116496,7.140201601490876,4.015532656704776,1.0,1.0,6.832974229727284,2.847497894702627,4.977912743897438,1.0,5.9859216189278275,1.4372238127774664,5.687061348058624,1.0331780361862823,6.223095493024902,1.2686580808381152,1.0,1.0,7.996640417005799,9.845901636384701,1.0,1.0,5.4106203978905505,1.1992842415734364,8.14832950225632,10.0,2.621731706809443,1.0,5.316206905771846,1.1090179578522974,1.0,1.0
BRB,Barbados,5.024410243582091,8.244382978916093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.266679993752345,9.999985203497294,1.0,1.0,1.0,1.0,5.855024371051285,10.0,1.0,1.0,1.0,1.0,1.0,1.0
KNA,Saint Kitts and Nevis,3.573190172396309,5.4637845612090725,3.4252527424096497,4.538485757057572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.097822297225322,10.0,1.0,1.0,1.0,1.0,4.877210617493679,10.0,1.0,1.0,1.0,1.0,1.0,1.0
VCT,Saint Vincent and the Grenadines,4.211654696652925,5.742606920744033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.712341634522129,10.0,1.0,1.0,1.0,1.0,5.391289365599593,10.0,1.0,1.0,1.0,1.0,1.0,1.0
GRD,Grenada,4.340679861648129,6.3649766349945605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.694933565445279,9.11007604289993,1.0,1.0,1.0,1.0,5.434251087837306,10.0,1.0,1.0,1.0,1.0,1.0,1.0
TTO,Trinidad and Tobago,6.248166365825316,9.70413000707646,5.970775723902827,6.654364038665529,1.0,1.0,1.0,1.0,2.0285536512065625,1.0,1.0,1.0,5.042781616139591,2.367250394907078,1.0,1.0,1.0,1.0,6.39941500583526,10.0,1.0,1.0,1.0,1.0,6.802617722657598,10.0,1.0,1.0,1.0,1.0,1.0,1.0
DMA,Dominica,4.073519236726928,7.938824297134872,3.0057265990220507,2.27391630707564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.250658647963837,9.093319699240496,1.0,1.0,1.0,1.0,5.0637330809561,10.0,1.0,1.0,1.0,1.0,1.0,1.0
ATG,Antigua and Barbuda,4.425541168982564,9.380010855271692,4.245650855817214,7.336022867002546,1.0,1.0,1.0,1.0,1.8537648890066651,1.445249997250518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.556995559309542,10.0,1.0,1.0,1.0,1.0,5.26133395000641,10.0,1.0,1.0,1.0,1.0,1.0,1.0
CUB,Cuba,7.451083162266151,9.818916049290975,7.063219110045464,5.821484386658438,6.689346543084039,3.676317791980645,6.735362355180676,3.878855167561119,5.320722516535154,1.2329377668806902,6.428047390563666,2.761962544839725,6.36725890424654,2.1491238263018837,6.862338993081817,2.9777251816281725,1.8180635617456669,1.0,7.622944635236256,9.995405405212988,1.0,1.0,4.1367958363928,1.0,7.826448882759597,10.0,3.701822306348365,1.0,1.0,1.0,1.0,1.0
JAM,Jamaica,6.7217750297451495,9.757935293483271,6.190781113317133,4.825523116402407,1.0,1.0,1.0,1.0,4.125137257571746,1.0,1.0,1.0,5.109668254013101,1.5783570503445667,5.4741279874575834,1.920925520426644,1.0,1.0,6.8806088038767035,10.0,1.0,1.0,3.677248671957521,1.0,7.205162427567342,10.0,1.0,1.0,1.0,1.0,1.0,1.0
LCA,Saint Lucia,4.702488563562955,7.756688274618287,3.955616883665166,3.0849149094058768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.982758348093411,10.0,1.0,1.0,1.0,1.0,5.61750760991254,10.0,1.0,1.0,1.0,1.0,1.0,1.0
HTI,Haiti,7.949141587098728,9.835758071702909,7.442343857802742,5.009471689735967,1.0,1.0,7.029586385488919,3.08505909305055,4.370864169610419,1.0,5.748066549591242,1.2133937338036098,4.691673805311099,1.0,5.513670702481685,1.0,1.0,1.0,8.1314806798399,9.988333588218785,1.0,1.0,4.78790890247973,1.0,8.25230161105795,10.0,4.729916098981555,1.0,7.615927759814841,6.85264537773616,1.0,1.0
BHS,Bahamas,5.052031186670248,6.039035828814123,1.0,1.0,3.890447805655187,1.7715207625550586,3.890447805655187,1.7715207625550589,3.738034159643284,3.7263303309605464,1.0,1.0,2.642033833290816,1.0,3.4115066778029104,1.39582292004801,1.1021746911920922,1.0,5.532721618164401,9.987061979190896,1.0,1.0,1.0,1.0,6.078376947798404,10.0,2.4023016646024,1.0,1.0,1.0,1.0,1.0
